Song Name,Artist Name,Album Name,Release Date,Popularity Score,Length (ms),Grammy_won
All The Stars (with SZA),Kendrick Lamar,Black Panther The Album Music From And Inspired By,2018-02-09,81.0,232186.0,0
Pretty Little Fears (feat. J. Cole),6LACK,East Atlanta Love Letter,2018-09-14,71.0,240341.0,0
Like I Do (feat. GoldLink),Christina Aguilera,Liberation,2018-06-15,32.0,289346.0,0
Summer Wine,Nancy Sinatra,Nancy & Lee,2022-05-20,50.0,224278.0,0
Sicko Mode,NandosinsesOs,Groovy Ass EP,2022-12-16,0.0,212422.0,0
Lucky You,Nanko,Rackaz,2005,33.0,235666.0,0
InDUSTrial Robot Kingdom,Nanochrist,Dead Remixion,2011-02-12,0.0,188106.0,0
Astroworld,Travis Scott,,,,,0
Daytona,Pusha T,,,,,0
Victory Lap (feat. Stacy Barthe),Nipsey Hussle,Victory Lap,2018-02-16,57.0,238333.0,0
Swimming,Mac Miller,,,,,0
Mona Lisas And Mad Hatters,Maren Morris,Restoration: The Songs Of Elton John And Bernie Taupin,2018-04-06,43.0,304026.0,0
Millionaire,Chris Stapleton,From A Room: Volume 2,2017-12-01,68.0,210133.0,0
Parallel Line,Keith Urban,Graffiti U,2018-04-27,54.0,253084.0,0
Wouldn't It Be Great?,Loretta Lynn,,,,,0
Shoot Me Straight - Radio Edit,Brothers Osborne,Shoot Me Straight (Radio Edit),2018-01-19,49.0,207053.0,0
When Someone Stops Loving You,Little Big Town,The Breaker,2017-02-24,47.0,228373.0,0
Dear Hate (feat. Vince Gill),Maren Morris,Dear Hate (feat. Vince Gill),2017-10-03,35.0,220387.0,0
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,All Your Fault: Pt. 2,2017-08-11,71.0,163870.0,0
When Someone Stops Loving You,nan,,,,,0
Tequila After Midnight,Nanci Griffith,The Loving Kind,2009-01-01,4.0,190640.0,0
I Lived It,nan,,,,,0
Dear Hate,nan,,,,,0
Break Up In The End,nan,,,,,0
From A Room: Volume 2,Chris Stapleton,,,,,0
Girl Goin' Nowhere,Ashley McBryde,Girl Going Nowhere,2018-03-30,48.0,207066.0,0
Port Saint Joe,Brothers Osborne,,,,,0
Unapologetically,Kelsea Ballerini,Unapologetically (Deluxe Edition),2018-10-26,37.0,218813.0,0
Moku Maluhia - Peaceful Island,Jim Kimo West,,,,,0
Molecules Of Motion,Steve Roach,Molecules of Motion,2018-06-01,3.0,1461880.0,0
Beloved,Snatam Kaur,,,,,0
Hiraeth,Lisa Gerrard,Hiraeth,2018-08-06,10.0,213664.0,0
Rompiendo Cadenas,Nancy Y Los Tekakumbia,El Verde de Tus Ojos,2019-02-20,0.0,197067.0,0
Zep-a-Dee-Doo-Dah,Conjunto Nana Nenê,Mundo Encantado: Músicas Para Bebê,2014-04-20,14.0,173826.0,0
We Breathe We Burn,Who Killed Nancy Johnson?,I See Six,2020-06-26,0.0,189147.0,0
Some Of That Sunshine,nan,,,,,0
If You Really Want,Raul Midón,If You Really Want,2018-09-14,5.0,280720.0,0
Prologue: The Subject Tonight Is Love,Kate McGarry,The Subject Tonight Is Love,2018-02-01,0.0,76413.0,0
Washing of the Water,Kurt Elling,The Questions,2018-03-23,19.0,248920.0,0
My Mood Is You,Freddy Cole,My Mood Is You,2018-05-15,32.0,345821.0,0
Still Dreaming,Joshua Redman,,,,,0
Seymour Reads the Constitution,Brad Mehldau Trio,Seymour Reads the Constitution!,2018-05-05,32.0,483280.0,0
Live In Europe,Fred Hersch Trio,,,,,0
Diamond Cut,Tia Fuller,,,,,0
Barefoot Dances And Other Visions,Jim McNeely,,,,,0
All Can Work,John Hollenbeck Large Ensemble,,,,,0
Presence,Orrin Evans,Presence,2018-09-21,0.0,538630.0,0
All About That Basie,Scotty Barnhart,,,,,0
Yo Soy La Tradición,Miguel Zenón,,,,,0
"Cinque + Narration 2 ,Pt. 1",Elio Villafranca,Cinque,2018-03-26,1.0,369655.0,0
West Side Story Reimagined,Bobby Sanabria Multiverse Big Band,,,,,0
Heart Of Brazil,Eddie Daniels,,,,,0
I Will Come to You,Nancy Veldman,Standing Beneath the Wing,2014-04-22,0.0,207640.0,0
Won't He Do It,nan,,,,,0
Cycles,nan,,,,,0
The First Woman Mp in the House of Commons Defends the Working Class and Discusses War in 1931,Nancy Astor,"Great Audio Moments, Vol.40: Adventurers, Pioneers and Inventors",2013-08-19,0.0,302480.0,0
Reckless Love,nan,,,,,0
Lighting Joy,NanaMoon Lullaby,Titans are Big Now,2023-01-30,26.0,80000.0,0
Grace Got You,nan,,,,,0
Known PSA,DJ Nana,DJ Nana Presents... Micro Double,2020-11-02,0.0,110268.0,0
One Nation Under God,Jekalyn Carr,One Nation Under God,2018-02-23,16.0,80443.0,0
Make Room,Jonathan McReynolds,Make Room,2018-03-09,47.0,340344.0,0
The Rock,The Walls Group,The Other Side,2017-11-03,22.0,566706.0,0
A Great Work,Brian Courtney Wilson,A Great Work,2018-03-23,35.0,405853.0,0
Hallelujah Here Below (Paradoxology) (feat. Steffany Gretzinger),Elevation Worship,Paradoxology,2019-04-12,46.0,347404.0,0
Living With A Fire - Live,Jesus Culture,Living With A Fire (Live),2018-08-31,29.0,375920.0,0
Surrounded (Fight My Battles),Michael W. Smith,Surrounded,2018-02-23,52.0,300026.0,0
Survivor (Live),Zach Williams,Survivor: Live From Harding Prison - EP,2018-09-14,32.0,240178.0,0
Clear Skies,Ernie Haase & Signature Sound,Clear Skies,2018-01-26,14.0,194080.0,0
Favorites: Revisited By Request,The Isaacs,,,,,0
Still Standing,The Martins,Still Standing,2018-07-13,9.0,203973.0,0
"Do You Believe in Love (feat. Matthew West, Darius Rucker, Scotty Mccreery, Sheryl Crow & Josh Turner)",Gordon Mote,All Things New,2013-08-27,34.0,221133.0,0
Prometo,Pablo Alborán,Prometo,2017-11-17,49.0,307106.0,0
"Musas (Un Homenaje Al Folclore Latinoamericano En Manos De Los Macorinos), Vol. 2",Natalia Lafourcade,,,,,0
2:00 AM,Raquel Sofía,,,,,0
"El Sombrero de Alejo (feat. Alfonso Zuleta, Jorge Oñate, Felipe Peláez, Peter Manjarres, Jorge Celedón, Silvestre Dangond & Ivan Villazon) - Canción Oficial 51º Festival de la Leyenda Vallenata Homenaje a Carlos Vives",Carlos Vives,"El Sombrero de Alejo (feat. Alfonso Zuleta, Jorge Oñate, Felipe Peláez, Peter Manjarres, Jorge Celedón, Silvestre Dangond & Ivan Villazon) [Canción Oficial 51º Festival de la Leyenda Vallenata Homenaje a Carlos Vives]",2018-04-06,34.0,195433.0,0
Claroscura,Aterciopelados,,,,,0
Coastcity,COASTCITY,,,,,0
Encanto Tropical,Monsieur Periné,Encanto Tropical,2018-05-18,33.0,285986.0,0
Gourmet,Orishas,,,,,0
Primero Soy Mexicana,Angela Aguilar,,,,,0
Mitad Y Mitad,Calibre 50,Mitad Y Mitad,2018-02-13,44.0,160613.0,0
Totalmente Juan Gabriel Vol. II,Aida Cuevas,,,,,0
Cruzando Borders,Los Texmaniacs,,,,,0
Leyendas De Mi Pueblo,Mariachi Sol De Mexico De Jose Hernandez,,,,,0
La Salsa se Hizo Pa’ bailar,Charlie Aponte,Pa' mi Gente,2017-10-13,17.0,248946.0,0
Legado Opening,Formell y los Van Van,Legado,2018-04-07,24.0,301284.0,0
Orquesta Akokán,Orquesta Akokán,,,,,0
Ponle Actitud,Felipe Peláez,,,,,0
LSU Kick Rocks,Sean Ardoin,Full Circle,2022-08-22,1.0,334507.0,0
Saint James Infirmary Blues,Jon Batiste,Hollywood Africans,2018-09-28,30.0,258626.0,0
All on My Mind,Anderson East,Encore,2018-01-12,44.0,224520.0,0
Last Man Standing,Willie Nelson,Last Man Standing,2018-04-27,23.0,179293.0,0
Tonight is All Our Own,Nancy McCallion & The Mollys,Trouble,2002-07-01,0.0,215000.0,0
Love Builds a Bridge,Nancy Veldman,Redemption Road,2014-11-04,0.0,261959.0,0
Knockin' On Your Screen Door,nan,,,,,0
Summer End,Roberto Nannetti,Waiting for You,1993-06-01,0.0,379000.0,0
Things Have Changed,Bettye LaVette,Things Have Changed,2018-03-30,34.0,416560.0,0
The Tree Of Forgiveness,John Prine,,,,,0
All The Trouble,Lee Ann Womack,"The Lonely, The Lonesome & The Gone",2017-10-27,26.0,341293.0,0
One Drop of Truth,The Wood Brothers,One Drop of Truth,2018-02-02,16.0,218226.0,0
Portraits In Fiddles,Mike Barnett,,,,,0
Sister Sadie II,Sister Sadie,,,,,0
Rivers And Roads,Special Consensus,,,,,0
North Of Despair,nan,,,,,0
Something Smells Funky 'Round Here,Elvin Bishop's Big Fun Trio,,,,,0
Benton County Relic,Cedric Burnside,,,,,0
No Mercy In This Land,Ben Harper,No Mercy In This Land (Deluxe Edition),2018-03-30,35.0,225077.0,0
Don't You Feel My Leg (The Naughty Bawdy Blues Of Blue Lu Barker),Maria Muldaur,,,,,0
Here in Babylon,Teresa James & the Rhythm Tramps,Here in Babylon,2018-03-02,1.0,297653.0,0
Cry No More,Danielle Nicole,Cry No More,2018-02-23,35.0,262466.0,0
Out Of The Blues,Boz Scaggs,,,,,0
Victor Wainwright And The Train,Victor Wainwright,,,,,0
Whistle Down The Wind,Joan Baez,Whistle Down The Wind,2018-03-02,6.0,289440.0,0
Black Woman,Dom Flemons,Black Cowboys,2018-03-23,3.0,100910.0,0
Rifles and Rosary Beads,Mary Gauthier,Rifles and Rosary Beads,2018-01-26,12.0,217049.0,0
Weed Garden,nan,,,,,0
Kreole Rock And Soul,Sean Ardoin,,,,,0
Spyboy,Cha Wa,,,,,0
Aloha From Na Hoa,Na Hoa,,,,,0
Mewasinsational - Cree Round Dance Songs,Young Spirit,,,,,0
As The World Turns,Black Uhuru,As The World Turns,2018-09-07,7.0,218139.0,0
Reggae Forever,Etana,,,,,0
Rebellion Rises,Ziggy Marley,Rebellion Rises,2018-05-18,24.0,205995.0,0
Mind of a King,Protoje,A Matter of Time,2018-06-29,27.0,234967.0,0
Deran Deran Alkheir (Well Wishes),Bombino,Deran,2018-05-18,12.0,238994.0,0
Fenfo,Fatoumata Diawara,Fenfo (Something To Say),2018-05-18,11.0,268466.0,0
Black Times - Radio Edit,Seun Kuti,Black Times,2017-12-08,32.0,295469.0,0
Shpatsir in Vald (A Walk in the Forest),Yiddish Glory,The Lost Songs of World War II,2018-02-23,9.0,161706.0,0
Building Blocks,Tim Kubart,,,,,0
Falu's Bazaar,Falu,,,,,0
Giants Of Science,The Pop Ups,,,,,0
The Nation Of Imagine,nan,,,,,0
Accessory To War (Neil deGrasse Tyson & Avis Lang),Courtney B. Vance,,,,,0
Calypso,David Sedaris,,,,,0
Creative Quest,Questlove,,,,,0
The Last Black Unicorn,Tiffany Haddish,,,,,0
Annihilation,Patton Oswalt,,,,,0
Noble Ape,Jim Gaffigan,,,,,0
Standup For Drummers,Fred Armisen,,,,,0
Tamborine,Chris Rock,,,,,0
Carousel,Nancy Marano,MAGIC,2011-01-10,0.0,240080.0,0
Jesus Christ Superstar Live In Concert,nan,,,,,0
My Fair Lady,nan,,,,,0
Once On This Island,nan,,,,,0
Stranger Things,NANOTECH,Nano Tech,2022-03-27,0.0,422445.0,0
Call Me By Your Name,nan,,,,,0
Deadpool 2,nan,,,,,0
Lady Bird,Nancy Sinatra,Start Walkin' 1965-1976,2021-02-05,39.0,183853.0,0
Every Coconut Row,Nani Wolfgramm,The Seductive Sounds of Hawaii: Polynesian Girl,1993-01-01,8.0,143626.0,0
Blade Runner 2049,nan,,,,,0
The Shape Of Water,nan,,,,,0
Star Wars: The Last Jedi,nan,,,,,0
All the Stars,Shay Nando,Best DJ Hip Hop Tracks,2021-02-12,0.0,235847.0,0
Mystery Of Love,nan,,,,,0
Remember Me,Nano,2AM Bedroom Songs,2012-10-17,0.0,206735.0,0
This is me - Acoustic Version,Nancie Regan,This is me (Acoustic Version),2020-07-22,0.0,198575.0,0
Chrysalis,Nanahoshi Orchestra,Perfect Crime,2015-11-14,0.0,242522.0,0
Infinity War,nan,,,,,0
Mine Mission,nan,,,,,0
The Shape Of Water,nan,,,,,0
Batman Theme (TV),nan,,,,,0
Change the World,Nando Real,Change the World,2022-07-27,0.0,191033.0,0
Madrid Finale,nan,,,,,0
The Shape Of Water,nan,,,,,0
It Was A Very Good Year,nan,,,,,0
Jolene,The Nancy Atlas Project,Cut and Run,2017-05-25,0.0,288492.0,0
Mona Lisa,nanan,c'est du nanan!,2021-06-23,0.0,264333.0,0
Música De Ninar,Ea la nana,Música De Ninar,2022-10-27,26.0,104522.0,0
Be The Cowboy,nan,,,,,0
Love Yourself: Tear,nan,,,,,0
The Offering,Nandan Gautam,The Divine Flaw,2019-12-20,0.0,582000.0,0
Well Kept Thing,nan,,,,,0
Appetite For Destruction (Locked N' Loaded Box),nan,,,,,0
I’ll Be Your Girl,nan,,,,,0
Pacific Northwest '73-74': The Complete Recordings,nan,,,,,0
Too Many Bad Habits,nan,,,,,0
"Alpine Dreaming: The Helvetia Records Story, 1920-1924",nan,,,,,0
"4 Banjo Songs, 1891-1897: Foundational Recordings Of America’S Iconic Instrument",nan,,,,,0
The 1960 Time Sessions,nan,,,,,0
The Product Of Our Souls: The Sound And Sway Of James Reese Europe's Society Orchestra,nan,,,,,0
Trouble No More: The Bootleg Series Vol. 13 / 1979-1981 (Deluxe Edition),nan,,,,,0
Any Other Way,nan,,,,,0
At The Louisiana Hayride Tonight...,nan,,,,,0
Battleground Korea: Songs And Sounds Of America's Forgotten War,nan,,,,,0
A Rhapsody In Blue - The Extraordinary Life Of Oscar Levant,nan,,,,,0
All The Things That I Did And All The Things That I Didn't Do,nan,,,,,0
Earthtones,nan,,,,,0
Head Over Heels,nan,,,,,0
Voicenotes,nan,,,,,0
Boi-1da,nan,,,,,0
Larry Klein,nan,,,,,0
Linda Perry,nan,,,,,0
Kanye West,nan,,,,,0
Audio (CID Remix),nan,,,,,0
How Long (EDX's Dubai Skyline Remix),nan,,,,,0
Only Road (Cosmic Gate Remix),nan,,,,,0
Stargazing (Kaskade Remix),nan,,,,,0
Folketoner,nan,,,,,0
Seven Words From The Cross,nan,,,,,0
Sommerro: Ujamaa & The Iceberg,nan,,,,,0
Symbol Tower,Nanatsu Natsu,KiminoTabiniInorinoUtawo,2020-06-22,0.0,248581.0,0
Bates: The (R)evolution Of Steve Jobs,nan,,,,,0
Beethoven: Symphony No. 3; Strauss: Horn Concerto No. 1,nan,,,,,0
John Williams At The Movies,nan,,,,,0
Liquid Melancholy - Clarinet Music Of James M. Stephenson,nan,,,,,0
Visions And Variations,nan,,,,,0
David Frost,nan,,,,,0
Elizabeth Ostrow,nan,,,,,0
Judith Sherman,nan,,,,,0
Dirk Sobotka,nan,,,,,0
Beethoven: Symphony No. 3; Strauss: Horn Concerto No. 1,nan,,,,,0
Nielsen: Symphony No. 3 & Symphony No. 4,nan,,,,,0
"Ruggles, Stucky & Harbison: Orchestral Works",nan,,,,,0
Schumann: Symphonies Nos. 1-4,nan,,,,,0
Adams: Doctor Atomic,nan,,,,,0
Lully: Alceste,nan,,,,,0
"Strauss, R.: Der Rosenkavalier",nan,,,,,0
Verdi: Rigoletto,nan,,,,,0
Chesnokov: Teach Me Thy Statutes,nan,,,,,0
Kastalsky: Memory Eternal,nan,,,,,0
Rachmaninov: The Bells,nan,,,,,0
Seven Words From The Cross,nan,,,,,0
"Beethoven, Shostakovich & Bach",nan,,,,,0
Blueprinting,nan,,,,,0
Stravinsky: The Rite Of Spring Concerto For Two Pianos,nan,,,,,0
Visions And Variations,nan,,,,,0
Bartók: Piano Concerto No. 2,nan,,,,,0
Biber: The Mystery Sonatas,nan,,,,,0
"Bruch: Scottish Fantasy, Op. 46; Violin Concerto No. 1 In G Minor, Op. 26",nan,,,,,0
Glass: Three Pieces In The Shape Of A Square,nan,,,,,0
La Arca De Noe,Nancy Ruiz,La arca de noe,2019-04-18,20.0,152000.0,0
The Handel Album,nan,,,,,0
Mirages,nan,,,,,0
Schubert: Winterreise,nan,,,,,0
The Golden Spiral,Yi Nantiro,For a Lifetime,2019-05-03,13.0,174448.0,0
The John Adams Edition,nan,,,,,0
John Williams At The Movies,nan,,,,,0
Vaughan Williams: Piano Concerto; Oboe Concerto; Serenade To Music; Flos Campi,nan,,,,,0
Bates: The (R)evolution Of Steve Jobs,nan,,,,,0
Du Yun: Air Glow,nan,,,,,0
Heggie: Great Scott,nan,,,,,0
Mazzoli: Vespers For Violin,nan,,,,,0
APESHIT,The Carters,EVERYTHING IS LOVE,2018-06-16,58.0,264853.0,0
I'm Not Racist,Joyner Lucas,,,,,0
PYNK,nan,,,,,0
MUMBO JUMBO,Tierra Whack,MUMBO JUMBO,2017-10-06,34.0,154179.0,0
Life In 12 Bars,Eric Clapton,,,,,0
Whitney,nan,,,,,0
Itzhak,Itzhak Perlman,,,,,0
"Can You Feel The Love Tonight - From ""Lion King""",Nana Ou-Yang,Cello Loves Disney,2017-06-16,10.0,256893.0,0
